Date_Time,PredictPower
2024/6/21 1:00,26.7101
2024/6/21 1:15,26.7209
2024/6/21 1:30,26.6293
2024/6/21 1:45,26.4309
2024/6/21 2:00,26.1653
2024/6/21 2:15,25.8355
2024/6/21 2:30,25.9716
2024/6/21 2:45,26.0268
2024/6/21 3:00,26.0025
2024/6/21 3:15,26.0231
2024/6/21 3:30,26.0909
2024/6/21 3:45,26.157
2024/6/21 4:00,25.7233
2024/6/21 4:15,25.3879
2024/6/21 4:30,25.1543
2024/6/21 4:45,25.0212
2024/6/21 5:00,24.9207
2024/6/21 5:15,25.3171
2024/6/21 5:30,25.619
2024/6/21 5:45,25.827
2024/6/21 6:00,26.0329
2024/6/21 6:15,26.2835
2024/6/21 6:30,26.6124
2024/6/21 6:45,27.0169
2024/6/21 7:00,27.4662
2024/6/21 7:15,27.4214
2024/6/21 7:30,26.9055
2024/6/21 7:45,26.495
2024/6/21 8:00,26.1304
2024/6/21 8:15,25.6885
2024/6/21 8:30,25.1975
2024/6/21 8:45,24.676
2024/6/21 9:00,24.7137
2024/6/21 9:15,24.7822
2024/6/21 9:30,24.8515
2024/6/21 9:45,24.9553
2024/6/21 10:00,25.0595
2024/6/21 10:15,24.6316
2024/6/21 10:30,24.2964
2024/6/21 10:45,24.0531
2024/6/21 11:00,23.8109
2024/6/21 11:15,23.4942
2024/6/21 11:30,23.1053
2024/6/21 11:45,22.6723
2024/6/21 12:00,22.1364
2024/6/21 12:15,22.5976
2024/6/21 12:30,22.9387
2024/6/21 12:45,23.177
2024/6/21 13:00,23.3724
2024/6/21 13:15,23.5549
2024/6/21 13:30,23.6952
2024/6/21 13:45,23.868
2024/6/21 14:00,23.9742
2024/6/21 14:15,23.9736
2024/6/21 14:30,23.9386
2024/6/21 14:45,23.7905
2024/6/21 15:00,23.6436
2024/6/21 15:15,23.5721
2024/6/21 15:30,23.5027
2024/6/21 15:45,23.4755
2024/6/21 16:00,23.4921
2024/6/21 16:15,23.5778
2024/6/21 16:30,23.7789
2024/6/21 16:45,24.0725
2024/6/21 17:00,24.5642
2024/6/21 17:15,24.1357
2024/6/21 17:30,23.8916
2024/6/21 17:45,23.7599
2024/6/21 18:00,23.7472
2024/6/21 18:15,23.8453
